age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
25,Male,BA,16,3,Engineering,188391.9234848759,44,32,133.80108202050846
25,Female,BA,16,3,Health,78699.02369675643,47,49,34.17239413667235
58,Male,MA,18,34,Humanities,127534.79972768655,51,40,62.517058690042425
56,Male,MA,18,32,Social Sciences,96354.01767765262,43,34,65.90562084654762
49,Male,MA,18,25,Engineering,200740.1447239048,41,48,102.00210605889473
64,Female,MA,18,40,Business,191316.44487792533,49,31,125.94894330343998
25,Male,BA,16,3,Business,127931.20391904438,42,33,92.30245593004645
40,Male,MA,18,16,Business,115459.65857717168,48,39,61.677168043360936
63,Male,BA,16,41,Health,104329.97192123294,48,31,70.1142284416888
29,Female,BA,16,7,Health,128783.60451774769,47,37,74.05612680721546
46,Female,MA,18,22,Education,215694.64833172134,47,30,152.97492789483783
53,Female,BA,16,31,Social Sciences,100917.0624542745,47,35,61.347758330865965
27,Male,MA,18,3,Humanities,130490.30683893511,47,40,69.40973768028464
36,Female,MA,18,12,Business,161920.79136404383,47,39,88.33649283363002
50,Female,Prof,19,25,Social Sciences,274454.728195167,40,42,163.36590963998034
40,Female,Prof,19,15,Humanities,142049.92958048865,45,30,105.22217005962122
61,Female,BA,16,39,Business,82513.45292228056,51,31,52.19067231010788
46,Female,BA,16,24,Engineering,179657.90347381335,48,32,116.96478090743057
53,Male,BA,16,31,Humanities,191270.348918266,47,38,107.09426031257895
38,Female,BA,16,16,Business,114493.82773454077,42,34,80.17775051438429
52,Female,MA,18,28,Education,150724.73562408375,50,39,77.29473621747884
29,Male,MA,18,5,Engineering,136238.17897358013,40,39,87.33216600870522
54,Male,MA,18,30,Education,71692.81669754545,41,41,42.648909397706994
29,Female,BA,16,7,Business,195243.7921111382,50,47,83.08246472814392
36,Male,BA,16,14,Engineering,120811.56492455327,41,30,98.22078449150672
40,Female,BA,16,18,Health,172356.55938610047,46,32,117.09005393077477
50,Male,BA,16,28,Business,171714.70025600586,51,34,99.02808549942668
50,Male,Prof,19,25,Social Sciences,288452.50295576826,45,46,139.3490352443325
45,Male,BA,16,23,Engineering,209906.36655659627,50,37,113.4629008414034
63,Male,BA,16,41,Engineering,178246.50281692945,41,46,94.51034083612379
60,Male,BA,16,38,Business,135340.00845306585,47,38,75.77828020888346
57,Male,MA,18,33,Engineering,295361.47093132045,48,35,175.81039936388123
54,Female,MA,18,30,STEM (other),125237.54949964269,46,46,59.185987476201646
61,Female,BA,16,39,Engineering,235900.91073782192,43,37,148.27209977235822
47,Male,BA,16,25,Social Sciences,111891.68392715917,40,36,77.70255828274942
34,Male,BA,16,12,Engineering,219538.98382758338,43,36,141.821048984227
29,Male,BA,16,7,Business,124118.23058724539,43,44,65.60160179029883
60,Male,MA,18,36,STEM (other),267169.11605959624,47,36,157.9013688295486
58,Male,MA,18,34,Business,215560.44666233478,43,37,135.48739576513813
55,Male,BA,16,33,STEM (other),111400.47512005037,43,38,68.17654536110794
34,Male,BA,16,12,Business,105385.59658725405,41,44,58.41773646743573
43,Male,PhD,20,17,Education,210726.59233214246,51,31,133.2869021708681
56,Male,BA,16,34,Social Sciences,170484.00265066384,49,36,96.64626000604525
25,Female,MA,18,1,Humanities,124703.84579777117,46,44,61.61257203447192
29,Male,BA,16,7,Health,126954.28866919741,43,47,62.817559955070465
28,Female,BA,16,6,Social Sciences,77527.61176980686,50,47,32.99047309353483
40,Female,BA,16,18,Business,122612.071324305,45,39,69.8644281050171
48,Female,BA,16,26,Business,179024.0112981101,42,47,90.69098849954919
40,Female,PhD,20,14,STEM (other),103589.03673638133,46,30,75.06451937418937
26,Male,BA,16,4,Business,176739.5688636033,45,36,109.09849929852055
52,Male,BA,16,30,Social Sciences,183969.27168140162,42,32,136.88189857247144
56,Male,BA,16,34,Humanities,201694.68631825878,43,43,109.08311861452611
51,Female,BA,16,29,Business,110328.6389778345,49,41,54.91719212435764
44,Female,BA,16,22,STEM (other),253462.0909194229,44,43,133.96516433373301
48,Female,BA,16,26,Education,277575.8958430752,48,33,175.23730798173938
36,Male,MA,18,12,Health,102471.14168539904,45,42,54.217535283279915
59,Female,BA,16,37,Humanities,174559.4304822119,43,45,90.21159198047127
57,Male,BA,16,35,Engineering,197863.56042953712,50,45,87.93936019090539
57,Male,Prof,19,32,Business,143239.0003907086,50,34,84.25823552394623
61,Female,BA,16,39,Social Sciences,184474.2546540644,46,49,81.84305885273487
36,Male,PhD,20,10,Business,228680.4656097153,41,35,159.35920948412215
27,Female,BA,16,5,Education,75709.73525031468,43,35,50.30547192711939
25,Male,Prof,19,0,STEM (other),174516.56702275126,44,47,84.38905562028592
57,Female,MA,18,33,Social Sciences,115447.47896672603,43,35,76.70928834998408
64,Male,MA,18,40,Business,130819.41713931663,43,36,84.50866740265933
34,Female,PhD,20,8,STEM (other),183979.42665398822,50,45,81.76863406843921
53,Female,BA,16,31,Social Sciences,162920.166443936,48,38,89.3202666907544
37,Female,PhD,20,11,Social Sciences,133576.2765351956,50,42,63.60775073104552
36,Male,BA,16,14,Social Sciences,165260.50578501806,41,41,98.31083033017136
55,Female,BA,16,33,STEM (other),220989.01961483073,45,48,102.30973130316238
26,Male,BA,16,4,Health,131642.04283471673,47,30,93.36315094660762
59,Male,BA,16,37,Humanities,133473.61133678505,47,37,76.7530829998764
47,Male,BA,16,25,Humanities,160455.84591860895,50,33,97.24596722339936
41,Female,BA,16,19,Business,138649.56436891155,46,48,62.794186761282404
50,Male,BA,16,28,Social Sciences,295299.5686538228,49,34,177.25064144887324
32,Female,MA,18,8,Humanities,87363.79831931205,50,46,37.984260138831324
53,Female,MA,18,29,Social Sciences,353977.71170111955,43,32,257.2512439688369
50,Male,BA,16,28,Humanities,138699.69178451714,46,48,62.81688939516175
34,Female,BA,16,12,STEM (other),94934.90575350232,49,30,64.58156853979749
50,Male,BA,16,28,Health,252716.55536663288,45,30,187.19744841972806
58,Female,BA,16,36,Education,151777.42485567072,50,49,61.94996932884519
31,Male,BA,16,9,Humanities,126340.66518960566,45,38,73.88342993544191
28,Male,BA,16,6,Humanities,128740.85354338703,41,34,92.35355347445267
35,Male,BA,16,13,Social Sciences,140082.47933761228,47,36,82.79106343830513
53,Male,PhD,20,27,Engineering,223000.15523345346,47,35,135.56240439723615
60,Male,BA,16,38,Social Sciences,214553.41628133933,50,46,93.28409403536493
49,Male,BA,16,27,Education,143318.779035963,46,46,67.73099198296929
45,Male,BA,16,23,Social Sciences,186905.29908987528,50,42,89.00252337613108
60,Male,BA,16,38,Education,75923.44643464277,48,41,38.578987009472954
34,Male,BA,16,12,Social Sciences,141166.38584364703,47,33,91.01636740402775
61,Female,MA,18,37,Health,163902.04675083657,48,37,92.28718848583141
33,Female,BA,16,11,Business,218249.2181102363,48,34,133.7311385479389
48,Female,BA,16,26,Education,171326.47133046167,45,34,111.97808583690305
59,Female,PhD,20,33,Social Sciences,240039.1523365647,41,42,139.39555884817926
59,Female,Prof,19,34,Business,263627.65741244314,51,40,129.22924382962898
60,Female,MA,18,36,Business,155261.7597543423,46,37,91.22312559009535
42,Male,BA,16,20,Education,214695.7110435339,42,37,138.15682821334227
63,Female,MA,18,39,Social Sciences,339358.08456477243,46,30,245.91165548171915
56,Male,BA,16,34,Business,201647.02626174106,48,42,100.02332651872076
48,Female,BA,16,26,STEM (other),294054.69621712767,49,34,176.50341909791578
47,Female,BA,16,25,Education,118688.24451045948,49,37,65.4651100443792
56,Male,BA,16,34,STEM (other),148340.55106067905,41,46,78.65352654330809
61,Female,BA,16,39,Social Sciences,161083.38427050266,45,42,85.22930384682681
36,Male,BA,16,14,Social Sciences,147691.70584264566,45,38,86.36941862143021
37,Male,PhD,20,11,Humanities,126652.70276481935,48,31,85.11606368603451
47,Male,Prof,19,22,Social Sciences,224342.7863002108,48,48,97.37100099835538
49,Female,MA,18,25,Education,181120.32069589637,44,49,84.00756989605583
59,Female,BA,16,37,Business,131808.83964294795,44,46,65.1229444876225
54,Female,Prof,19,29,Social Sciences,238240.96661732544,48,36,137.87092975539667
41,Male,BA,16,19,Engineering,226943.9779325634,47,32,150.89360234877887
44,Male,MA,18,20,Business,199075.7720445012,46,48,90.16112864334293
49,Female,BA,16,27,Engineering,273318.8744934595,47,48,121.1519833747604
46,Male,MA,18,22,Engineering,149399.4487553641,45,38,87.36809868734743
37,Female,BA,16,15,STEM (other),177262.17434603418,42,39,108.21866565691953
43,Male,Prof,19,18,Business,139318.19771255326,46,43,70.43387144214017
60,Male,Prof,19,35,Education,133355.74256401524,47,47,60.369281378005994
36,Male,BA,16,14,Humanities,92329.66346810329,47,44,44.64683920121049
43,Female,BA,16,21,Health,117334.24607471401,40,30,97.778538395595
36,Male,PhD,20,10,Business,151085.51112896085,46,35,93.84193237823655
33,Male,BA,16,11,Education,102043.54437308815,42,44,55.21836816725549
31,Male,Prof,19,6,Health,178001.337964313,41,35,124.04274422600209
52,Male,BA,16,30,Education,132409.18436412647,41,47,68.71260216093745
38,Male,BA,16,16,Humanities,72454.37178085605,47,30,51.38607927720287
55,Male,BA,16,33,STEM (other),265301.0118090962,48,32,172.722012896547
43,Female,BA,16,21,Health,121088.01537139504,42,46,62.67495619637425
40,Male,MA,18,16,Business,172608.9433690264,42,45,91.32748326403514
29,Female,BA,16,7,Health,128612.71419119742,45,37,77.24487338810656
59,Female,BA,16,37,Engineering,208664.53078786458,50,46,90.72370903820199
36,Male,BA,16,14,Humanities,154918.40907702065,49,37,85.4486536552789
49,Male,BA,16,27,Engineering,223306.58860603135,40,46,121.36227641632138
45,Female,Prof,19,20,Business,158198.7014641624,45,38,92.51386050535814
60,Male,PhD,20,34,Humanities,369523.14355438034,51,41,176.7207764487711
47,Male,BA,16,25,Health,173390.23710452835,42,48,86.00706205581763
40,Male,MA,18,16,Social Sciences,152085.4681120781,50,33,92.17301097701703
63,Female,MA,18,39,Social Sciences,249341.22700957418,43,40,144.96582965672917
63,Female,BA,16,41,Humanities,145253.42925715225,48,33,91.70039725830318
38,Female,PhD,20,12,Business,211793.80403674277,42,43,117.27231674238249
55,Female,BA,16,33,Humanities,294859.77979167446,40,43,171.43010453004328
29,Male,BA,16,7,Engineering,120338.46239545486,42,35,81.8628995887448
59,Male,Prof,19,34,Humanities,161308.1406424408,46,46,76.23258064387561
47,Male,BA,16,25,Humanities,138686.8168171817,46,31,97.2558322701134
53,Male,MA,18,29,Business,286890.1820784151,50,37,155.0757740964406
35,Male,Prof,19,10,Social Sciences,94659.33619743431,44,33,65.1923803012633
42,Male,BA,16,20,Business,89351.49322694993,40,39,57.2765982224038
36,Male,Prof,19,11,Education,115990.71442381857,50,36,64.43928579101032
33,Male,BA,16,11,Social Sciences,73660.583557689,47,33,47.49231692952224
34,Male,BA,16,12,Health,114250.71829039222,49,45,51.814384712196016
41,Female,MA,18,17,Business,208428.2025914421,47,43,103.13122344950128
62,Female,Prof,19,37,Business,173056.83420319404,49,45,78.48382503546215
31,Female,BA,16,9,Engineering,90522.34696220937,51,38,46.70915735924116
37,Male,BA,16,15,Business,149612.08876562025,49,33,92.52448284825
64,Male,MA,18,40,Health,252398.1412664475,49,35,147.17092785215598
33,Male,MA,18,9,Humanities,69072.22452924495,41,30,56.156280105077194
51,Male,MA,18,27,Education,215059.43687629438,49,36,121.91578054211699
26,Male,BA,16,4,Social Sciences,123697.1923809143,42,30,98.17237490548754
29,Female,BA,16,7,STEM (other),165516.3947202906,43,48,80.19205170556715
53,Female,BA,16,31,Education,210858.81482897373,40,37,142.472172181739
61,Male,MA,18,37,STEM (other),424727.97212881956,43,32,308.66858439594444
62,Male,BA,16,40,Social Sciences,141941.79886461244,44,30,107.53166580652457
43,Male,BA,16,21,Business,169104.38636490257,42,30,134.20983044833537
32,Male,PhD,20,6,Engineering,153809.24888296332,50,36,85.4495827127574
25,Male,BA,16,3,Education,84558.00718803695,49,42,41.08746704958064
46,Male,PhD,20,20,Engineering,388427.57399639784,41,30,315.7947756068275
41,Male,MA,18,17,Business,119742.11347053772,45,45,59.13190788668529
31,Male,MA,18,7,Social Sciences,96982.42915549377,47,43,47.98734742973467
49,Male,BA,16,27,Health,251639.8760087992,46,33,165.77066930750937
28,Male,BA,16,6,Health,147917.64602127374,50,41,72.15494927867012
60,Male,MA,18,36,Business,187861.54466761096,40,41,114.54972235829936
30,Female,MA,18,6,Social Sciences,157113.0046623627,43,46,79.4302349152491
55,Male,MA,18,31,Health,220966.13926101485,42,44,119.57042167803834
43,Female,BA,16,21,STEM (other),269812.45424046816,45,39,153.73929016550892
63,Female,MA,18,39,Education,172776.28358280018,48,32,112.48455962421887
51,Female,MA,18,27,STEM (other),293692.8094235998,48,49,124.8693917617346
34,Female,MA,18,10,Humanities,261085.5924975716,46,49,115.8321173458614
50,Female,MA,18,26,Health,231846.2572048613,51,41,110.87817178616035
43,Female,MA,18,19,Business,188753.73400781478,48,30,131.07898194987138
63,Male,MA,18,39,Education,209847.0257760133,47,30,148.82767785532857
27,Male,BA,16,5,Health,94411.27112707353,44,39,55.018223267525364
37,Female,BA,16,15,Health,285326.7551067009,48,47,126.47462549055889
52,Female,BA,16,30,Social Sciences,170079.50978473847,46,44,84.03137835214352
44,Female,BA,16,22,Social Sciences,138374.63108186674,44,31,101.44767674623661
52,Female,BA,16,30,Business,138592.50648256703,47,46,64.10384203633997
32,Female,BA,16,10,Social Sciences,162619.11985742484,46,37,95.5458988586515
63,Female,BA,16,41,Business,224483.21648742518,48,38,123.07193886371994
25,Female,BA,16,3,Humanities,69244.13231704234,49,49,28.83970525491143
27,Male,MA,18,3,Business,143995.22287615773,40,40,89.99701429759858
37,Female,Prof,19,12,Engineering,121909.37374712872,48,35,72.56510342090995
52,Female,BA,16,30,Social Sciences,170329.68687708315,46,43,86.11207627759512
49,Female,PhD,20,23,Education,217168.08232520352,40,30,180.9734019376696
57,Female,BA,16,35,Social Sciences,270276.00129148416,40,36,187.69166756353067
62,Male,BA,16,40,Business,138517.8336562606,44,38,82.84559429202189
30,Male,BA,16,8,Health,79070.42668614394,47,40,42.05873759901274
56,Female,BA,16,34,Business,137004.85083285073,48,45,63.42817168187534
45,Female,MA,18,21,STEM (other),135189.05023235496,51,48,55.22428522563519
40,Male,MA,18,16,STEM (other),275790.6127513945,45,31,197.69936397949428
45,Male,BA,16,23,Social Sciences,242120.735683122,51,44,107.89694103525936
35,Female,BA,16,13,Business,153993.3923080504,49,32,98.21007162503213
61,Female,BA,16,39,Education,207687.22140995908,51,33,123.40298360663047
60,Female,BA,16,38,Engineering,203574.54151678702,47,49,88.3953719134985
59,Female,BA,16,37,Social Sciences,156383.48481250933,45,36,96.53301531636379
43,Male,BA,16,21,Business,148077.15201015148,50,41,72.23275707812267
44,Male,MA,18,20,STEM (other),181114.13698507735,45,33,121.96238180813289
42,Male,Prof,19,17,Engineering,134896.01928268746,43,39,80.43889044882972
38,Female,BA,16,16,Health,154149.2285995524,50,35,88.08527348545853
39,Male,Prof,19,14,Education,147310.78636155804,44,43,77.85982365832878
55,Female,BA,16,33,Social Sciences,202847.19026069163,41,32,154.60913891821008
25,Male,BA,16,3,Engineering,117319.5924122796,42,46,60.724426714430436
27,Male,BA,16,5,STEM (other),110878.34514005149,42,40,65.99901496431636
40,Female,MA,18,16,Social Sciences,122399.07489662744,51,39,61.53799642867141
47,Male,PhD,20,21,Health,219047.95798259004,50,39,112.33228614491797
35,Female,MA,18,11,Business,194633.03041429308,44,39,113.4225118964412
36,Male,BA,16,14,Social Sciences,91986.61006571577,44,32,65.3313991944004
34,Male,MA,18,10,Social Sciences,140961.50615637362,45,44,71.19267987695638
56,Male,BA,16,34,Engineering,212418.3345452162,44,46,104.94977003222144
40,Male,Prof,19,15,Engineering,165973.0267892548,51,47,69.24198030423646
32,Female,BA,16,10,Humanities,84427.04845174415,45,48,39.08659650543711
62,Male,BA,16,40,Business,187059.72963140093,47,48,82.9165468224295
36,Male,BA,16,14,Business,101963.8578338018,41,41,60.65666736097668
48,Male,MA,18,24,Social Sciences,200661.98696426305,43,34,137.25170106994736
52,Female,BA,16,30,Humanities,106021.12947529055,45,45,52.35611332113114
32,Female,MA,18,8,Engineering,217609.2077094645,51,44,96.97380022703409
52,Male,BA,16,30,Health,341583.8026411508,44,44,176.43791458737127
60,Female,MA,18,36,Engineering,178826.78942361672,40,35,127.73342101686909
50,Female,MA,18,26,Engineering,264253.0269957809,48,41,134.27491209135206
32,Female,MA,18,8,Engineering,127207.82286847397,42,31,97.70186088208446
52,Male,BA,16,30,Humanities,189526.90117552667,41,49,94.33892542335822
52,Female,BA,16,30,Engineering,134648.4352461129,48,38,73.82041406036892
61,Female,BA,16,39,Engineering,224487.6621252279,46,33,147.88383539211324
60,Female,MA,18,36,Social Sciences,145874.69954803964,44,34,97.50982590109602
51,Female,BA,16,29,Humanities,129742.1921708766,51,37,68.7557987127062
41,Female,BA,16,19,Business,116319.08394736884,45,39,66.27868031189108
33,Male,BA,16,11,Social Sciences,153907.20598858237,51,36,83.82745424214725
57,Female,BA,16,35,Engineering,153876.5434018984,50,43,71.57048530320856
44,Male,MA,18,20,Social Sciences,201912.41188086823,43,34,138.1069848706349
37,Female,BA,16,15,Health,125714.73251901627,40,45,69.84151806612014
52,Male,MA,18,28,Health,190091.01988503613,43,44,100.47094074261952
53,Male,BA,16,31,Business,186787.47873805318,48,34,114.45311197184631
37,Female,BA,16,15,Business,116593.94227476894,40,32,91.08901740216324
59,Female,BA,16,37,Engineering,209338.98065346238,49,39,109.54420756329795
30,Male,BA,16,8,Social Sciences,174678.1417128331,42,34,122.32362865044335
42,Male,BA,16,20,Engineering,141007.95190369428,44,44,72.83468590066853
29,Male,MA,18,5,Humanities,143852.39857525058,46,47,66.53672459539806
49,Female,BA,16,27,STEM (other),288378.5454684993,48,37,162.37530713316403
26,Female,MA,18,2,STEM (other),96062.4234392395,45,31,68.86195228619319
34,Male,BA,16,12,Humanities,68671.09301934525,42,37,44.18989254784122
